1775224177.574	101	ON
1775224179.152	102	ON
1775224182.144	103	OFF
1775224183.316	104	OFF
1775224185.009	105	OFF
1775224189.469	106	OFF
1775224190.306	107	ON
1775224192.029	108	OFF
1775224194.512	109	OFF
1775224197.748	110	ON
1775224200.902	111	OFF
1775224203.241	112	OFF
1775224206.403	113	ON
1775224208.189	114	ON
1775224211.341	115	OFF
1775224213.763	116	ON
1775224213.909	117	OFF
1775224216.639	118	ON
1775224218.9	119	OFF
1775224221.825	120	ON
1775224225.136	121	ON
1775224230.06	122	OFF
1775224232.103	123	OFF
1775224236.42	124	ON
1775224236.8	125	OFF
1775224237.874	126	ON
1775224240.392	127	ON
1775224243.796	128	ON
1775224247.629	129	OFF
1775224249.874	130	OFF
1775224253.991	131	ON
1775224254.269	132	ON
1775224257.888	133	ON
1775224259.77	134	ON
1775224262.065	135	ON
1775224266.662	136	OFF
1775224271.053	137	ON
1775224274.906	138	ON
1775224277.972	139	OFF
1775224282.02	140	OFF
1775224286.555	141	OFF
1775224288.861	142	OFF
1775224293.788	143	ON
1775224294.481	144	OFF
1775224296.467	145	OFF
1775224297.897	146	OFF
1775224298.091	147	OFF
1775224301.747	148	OFF
1775224302.026	149	ON
1775224304.76	150	OFF
1775224305.842	151	OFF
1775224307.376	152	ON
1775224309.184	153	ON
1775224311.6	154	ON
1775224312.197	155	OFF
1775224313.983	156	ON
1775224317.51	157	OFF
1775224319.25	158	OFF
1775224323.772	159	ON
1775224325.029	160	ON
1775224327.517	161	ON
1775224328.445	162	ON
1775224332.054	163	OFF
1775224336.035	164	ON
1775224339.391	165	ON
1775224343.79	166	OFF
1775224347.265	167	ON
1775224351.962	168	OFF
1775224355.198	169	OFF
1775224359.551	170	ON
1775224360.948	171	ON
1775224364.132	172	OFF
1775224365.447	173	ON
1775224367.262	174	ON
1775224369.604	175	OFF
1775224371.068	176	OFF
1775224372.046	177	OFF
1775224372.505	178	ON
1775224375.327	179	OFF
1775224376.417	180	ON
1775224380.841	181	OFF
1775224383.786	182	ON
1775224386.184	183	OFF
1775224386.553	184	ON
1775224391.189	185	ON
1775224392.21	186	ON
1775224394.303	187	OFF
1775224395.19	188	OFF
1775224397.078	189	OFF
1775224401.301	190	ON
1775224405.137	191	OFF
1775224409.25	192	OFF
1775224413.558	193	OFF
1775224416.615	194	ON
1775224417.156	195	ON
1775224418.781	196	OFF
1775224420.1	197	ON
1775224422.049	198	OFF
1775224426.55	199	OFF
1775224428.635	200	OFF
1775224430.512	201	ON
1775224434.193	202	ON
1775224435.793	203	ON
1775224438.105	204	OFF
1775224438.664	205	ON
1775224441.743	206	OFF
1775224443.455	207	ON
1775224444.777	208	OFF
1775224445.513	209	OFF
1775224448.798	210	OFF
1775224450.334	211	ON
1775224454.856	212	OFF
1775224455.662	213	ON
1775224458.893	214	ON
1775224461.606	215	ON
1775224463.252	216	ON
1775224466.724	217	ON
1775224468.659	218	ON
1775224473.182	219	ON
1775224477.684	220	ON
1775224478.437	221	OFF
1775224480.208	222	OFF
1775224481.0	223	OFF
1775224482.394	224	OFF
1775224485.4	225	ON
1775224488.246	226	OFF
1775224490.635	227	OFF
1775224492.31	228	ON
1775224496.435	229	OFF
1775224497.927	230	ON
1775224498.86	231	OFF
